Tourney,tourneyType,tourneyDate,player,FACTION,points,swiss_standing,elim_standing,listId,Ship,Pilot,Elite Pilot Talent.1,Elite Pilot Talent.2,Title,Crew.1,Crew.2,Crew.3,Astromech Droid,System,Modification.1,Modification.2,Cannon,Missile.1,Missile.2,Torpedo.1,Torpedo.2,Bomb,Turret Weapon,Tech
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Nick Jones,Galactic Empire,100,193,None,13921,TIE Fighter,Howlrunner,Determination,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Nick Jones,Galactic Empire,100,193,None,13921,TIE Fighter,Backstabber,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Nick Jones,Galactic Empire,100,193,None,13921,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Nick Jones,Galactic Empire,100,193,None,13921,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Nick Jones,Galactic Empire,100,193,None,13921,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Nick Jones,Galactic Empire,100,193,None,13921,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Nick Jones,Galactic Empire,100,193,None,13921,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Justin Kresh,Rebel Alliance,98,202,None,13930,A-Wing,Tycho Celchu,Wired,Push the Limit,A-Wing Test Pilot,,,,,,Autothrusters,,,Proton Rockets,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Justin Kresh,Rebel Alliance,98,202,None,13930,A-Wing,Gemmer Sojan,Push the Limit,,A-Wing Test Pilot,,,,,,Autothrusters,,,Proton Rockets,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Justin Kresh,Rebel Alliance,98,202,None,13930,A-Wing,Jake Farrell,Veteran Instincts,Push the Limit,A-Wing Test Pilot,,,,,,Autothrusters,,,Proton Rockets,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Evan Boucher,Galactic Empire,100,203,None,13931,VT-49 Decimator,Commander Kenkirk,,,,Emperor Palpatine,Ysanne Isard,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Evan Boucher,Galactic Empire,100,203,None,13931,TIE Advanced,Tempest Squadron Pilot,,,TIE/x1,,,,,Advanced Targeting Computer,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Evan Boucher,Galactic Empire,100,203,None,13931,TIE Advanced,Tempest Squadron Pilot,,,TIE/x1,,,,,Advanced Targeting Computer,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Jason Carlson,Rebel Alliance,99,204,None,13932,Z-95 Headhunter,Bandit Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Jason Carlson,Rebel Alliance,99,204,None,13932,Y-Wing,Gold Squadron Pilot,,,,,,,,,,,,,,,,,Twin Laser Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Jason Carlson,Rebel Alliance,99,204,None,13932,Y-Wing,Gold Squadron Pilot,,,BTL-A4 Y-Wing,,,,R3-A2,,,,,,,,,,Ion Cannon Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Jason Carlson,Rebel Alliance,99,204,None,13932,T-70 X-Wing,Poe Dameron,Lone Wolf,,,,,,R5-P9,,Autothrusters,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Helmut Müller,Rebel Alliance,100,212,None,13940,T-70 X-Wing,Poe Dameron,Push the Limit,,,,,,BB-8,,Autothrusters,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Helmut Müller,Rebel Alliance,100,212,None,13940,YT-1300,Han Solo,Push the Limit,,Millennium Falcon,C-3PO,Gunner,,,,Engine Upgrade,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Richard Hsu,Rebel Alliance,100,213,None,13941,Z-95 Headhunter,Airen Cracken,Veteran Instincts,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Richard Hsu,Rebel Alliance,100,213,None,13941,X-Wing,Biggs Darklighter,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Richard Hsu,Rebel Alliance,100,213,None,13941,Y-Wing,Dutch Vander,,,,,,,,,,,,,,Extra Munitions,Plasma Torpedoes,,Autoblaster Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Richard Hsu,Rebel Alliance,100,213,None,13941,Y-Wing,Gold Squadron Pilot,,,,,,,,,,,,,,Extra Munitions,Plasma Torpedoes,,Autoblaster Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Chad Hoefle,Rebel Alliance,100,214,None,13942,X-Wing,Wedge Antilles,Veteran Instincts,,,,,,BB-8,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Chad Hoefle,Rebel Alliance,100,214,None,13942,X-Wing,Wes Janson,Veteran Instincts,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Chad Hoefle,Rebel Alliance,100,214,None,13942,B-Wing,Ten Numb,Veteran Instincts,,,,,,,Fire-Control System,,,Mangler Cannon,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Mishary Alfaris,Rebel Alliance,100,217,None,13945,YT-1300,Chewbacca,Predator,,Millennium Falcon,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Mishary Alfaris,Rebel Alliance,100,217,None,13945,YT-2400 Freighter,Dash Rendar,Predator,,Outrider,Intelligence Agent,,,,,Anti-Pursuit Lasers,,Heavy Laser Cannon,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Anthony Bowman,Rebel Alliance,99,218,None,13946,YT-1300,Han Solo,Veteran Instincts,,Millennium Falcon,C-3PO,R2-D2,,,,Engine Upgrade,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Anthony Bowman,Rebel Alliance,99,218,None,13946,HWK-290,Jan Ors,Veteran Instincts,,Moldy Crow,Nien Nunb,,,,,Engine Upgrade,,,,,,,,Twin Laser Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Joshua MacDonald,Galactic Empire,100,219,None,13947,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Joshua MacDonald,Galactic Empire,100,219,None,13947,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Joshua MacDonald,Galactic Empire,100,219,None,13947,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Joshua MacDonald,Galactic Empire,100,219,None,13947,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Joshua MacDonald,Galactic Empire,100,219,None,13947,TIE Fighter,Obsidian Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Joshua MacDonald,Galactic Empire,100,219,None,13947,TIE Interceptor,Soontir Fel,Push the Limit,,Royal Guard TIE,,,,,,Autothrusters,Stealth Device,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Chad Brown,Galactic Empire,100,222,None,13950,TIE Interceptor,Turr Phennir,Veteran Instincts,,Royal Guard TIE,,,,,,Autothrusters,Stealth Device,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Chad Brown,Galactic Empire,100,222,None,13950,TIE Interceptor,Soontir Fel,Push the Limit,,Royal Guard TIE,,,,,,Autothrusters,Targeting Computer,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Chad Brown,Galactic Empire,100,222,None,13950,TIE Advanced,Darth Vader,Veteran Instincts,,TIE/x1,,,,,Advanced Targeting Computer,Engine Upgrade,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Sean Dorcy,Scum and Villainy,100,225,None,13953,Firespray-31,Boba Fett,Veteran Instincts,,,,,,,,Engine Upgrade,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Sean Dorcy,Scum and Villainy,100,225,None,13953,Aggressor,IG-88B,Predator,,,,,,,Sensor Jammer,Autothrusters,,Heavy Laser Cannon,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ray Nerpel,Galactic Empire,98,227,None,13955,TIE Phantom,Sigma Squadron Pilot,,,,Intelligence Agent,,,,,Stygium Particle Accelerator,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ray Nerpel,Galactic Empire,98,227,None,13955,TIE Phantom,Sigma Squadron Pilot,,,,Intelligence Agent,,,,,Stygium Particle Accelerator,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ray Nerpel,Galactic Empire,98,227,None,13955,TIE Phantom,Whisper,Veteran Instincts,,,Rebel Captive,,,,Fire-Control System,Advanced Cloaking Device,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Tate Rose,Galactic Empire,99,232,None,13960,TIE Fighter,Howlrunner,Crack Shot,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Tate Rose,Galactic Empire,99,232,None,13960,TIE Fighter,Black Squadron Pilot,Crack Shot,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Tate Rose,Galactic Empire,99,232,None,13960,TIE Fighter,Black Squadron Pilot,Crack Shot,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Tate Rose,Galactic Empire,99,232,None,13960,TIE Fighter,Black Squadron Pilot,Crack Shot,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Tate Rose,Galactic Empire,99,232,None,13960,TIE Advanced,Darth Vader,Veteran Instincts,,TIE/x1,,,,,Advanced Targeting Computer,Engine Upgrade,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ryan Weissinger,Galactic Empire,99,234,None,13962,TIE Fighter,Black Squadron Pilot,Calculation,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ryan Weissinger,Galactic Empire,99,234,None,13962,TIE Fighter,Black Squadron Pilot,Calculation,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ryan Weissinger,Galactic Empire,99,234,None,13962,TIE Fighter,Black Squadron Pilot,Calculation,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ryan Weissinger,Galactic Empire,99,234,None,13962,TIE Fighter,Howlrunner,Determination,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ryan Weissinger,Galactic Empire,99,234,None,13962,TIE Interceptor,Soontir Fel,Push the Limit,,Royal Guard TIE,,,,,,Autothrusters,Stealth Device,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Ron Longhi,Rebel Alliance,100,237,None,13965,T-70 X-Wing,Poe Dameron,Veteran Instincts,,,,,,R5-P9,,Autothrusters,,,,,,,,,Weapons Guidance
Worlds 2015 (final standings only),World championship,11/4/2015,Ron Longhi,Rebel Alliance,100,237,None,13965,HWK-290,Kyle Katarn,,,Moldy Crow,Recon Specialist,,,,,,,,,,,,,Twin Laser Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Ron Longhi,Rebel Alliance,100,237,None,13965,A-Wing,Jake Farrell,Veteran Instincts,Push the Limit,A-Wing Test Pilot,,,,,,Autothrusters,,,Chardaan Refit,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Timothy Bunn,Rebel Alliance,100,255,None,13983,K-Wing,Miranda Doni,,,,,,,,,,,,,,,,,Twin Laser Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Timothy Bunn,Rebel Alliance,100,255,None,13983,Y-Wing,Gold Squadron Pilot,,,,,,,,,,,,,,,,,Twin Laser Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Timothy Bunn,Rebel Alliance,100,255,None,13983,A-Wing,Prototype Pilot,,,,,,,,,Autothrusters,,,Chardaan Refit,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Timothy Bunn,Rebel Alliance,100,255,None,13983,B-Wing,Blue Squadron Pilot,,,,,,,,Fire-Control System,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Matt Kreideweis,Galactic Empire,99,257,None,13985,TIE Interceptor,Soontir Fel,Push the Limit,,,,,,,,Autothrusters,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Matt Kreideweis,Galactic Empire,99,257,None,13985,TIE Phantom,Whisper,Veteran Instincts,,,Tactician,,,,,Advanced Cloaking Device,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Matt Kreideweis,Galactic Empire,99,257,None,13985,TIE Interceptor,Turr Phennir,Veteran Instincts,,,,,,,,Autothrusters,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Rebecca Zittel,Rebel Alliance,100,258,None,13986,YT-2400 Freighter,Dash Rendar,Lone Wolf,,Outrider,Intelligence Agent,,,,,Anti-Pursuit Lasers,,Mangler Cannon,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Rebecca Zittel,Rebel Alliance,100,258,None,13986,Y-Wing,Gold Squadron Pilot,,,,,,,,,,,,,,,,,Twin Laser Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,Rebecca Zittel,Rebel Alliance,100,258,None,13986,Y-Wing,Gold Squadron Pilot,,,,,,,R3-A2,,,,,,,,,,Twin Laser Turret,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Bryan Balzell,Scum and Villainy,98,261,None,13989,Star Viper,Black Sun Enforcer,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Bryan Balzell,Scum and Villainy,98,261,None,13989,Z-95 Headhunter,Binayre Pirate,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Bryan Balzell,Scum and Villainy,98,261,None,13989,Z-95 Headhunter,Binayre Pirate,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Bryan Balzell,Scum and Villainy,98,261,None,13989,Z-95 Headhunter,Binayre Pirate,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Bryan Balzell,Scum and Villainy,98,261,None,13989,Z-95 Headhunter,Binayre Pirate,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Bryan Balzell,Scum and Villainy,98,261,None,13989,Star Viper,Black Sun Enforcer,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Michael Moline,Rebel Alliance,100,263,None,13991,Z-95 Headhunter,Tala Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Michael Moline,Rebel Alliance,100,263,None,13991,X-Wing,Tarn Mison,,,,,,,R7 Astromech,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Michael Moline,Rebel Alliance,100,263,None,13991,T-70 X-Wing,Poe Dameron,Predator,,,,,,R5-P9,,Autothrusters,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Michael Moline,Rebel Alliance,100,263,None,13991,A-Wing,Gemmer Sojan,,,,,,,,,Stealth Device,,,Chardaan Refit,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Sean Perley,Galactic Empire,99,265,None,13993,TIE Interceptor,Soontir Fel,Push the Limit,,Royal Guard TIE,,,,,,Stealth Device,Autothrusters,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Sean Perley,Galactic Empire,99,265,None,13993,TIE Fighter,Howlrunner,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Sean Perley,Galactic Empire,99,265,None,13993,TIE Fighter,Academy Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Sean Perley,Galactic Empire,99,265,None,13993,Tie/fo Fighter,Epsilon Squadron Pilot,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,Sean Perley,Galactic Empire,99,265,None,13993,Tie/fo Fighter,Epsilon Leader,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
Worlds 2015 (final standings only),World championship,11/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
